Code,Site,Bank,Dist,Group,Method,Replicate,Abund,Biomass
BECH1-RB/2 PrBeet,BECH1,RB,2,PrBeet,Pitfall,2,3,2.2
BECH1-RB/2 TeMisc,BECH1,RB,2,TeMisc,Pitfall,2,2,0.6
BECH1-RB/2 PrSpHu,BECH1,RB,2,PrSpHu,Pitfall,3,5,15.2
BECH1-RB/2 TeMisc,BECH1,RB,2,TeMisc,Pitfall,3,6,3.8
BECH1-RB/2 PrBeet,BECH1,RB,2,PrBeet,Pitfall,3,1,2.5
BECH1-RB/4 --,BECH1,RB,4,--,Pitfall,1,0,0
BECH1-RB/4 PrSpHu,BECH1,RB,4,PrSpHu,Pitfall,2,6,22.2
BECH1-RB/4 TeMisc,BECH1,RB,4,TeMisc,Pitfall,2,3,1.7
BECH1-RB/4 PrSpHu,BECH1,RB,4,PrSpHu,Pitfall,3,3,12.2
BECH1-RB/4 TeMisc,BECH1,RB,4,TeMisc,Pitfall,3,11,5.9
BECH1-RB/4 PrBeet,BECH1,RB,4,PrBeet,Pitfall,3,2,1
BECH1-RB/8 PrSpHu,BECH1,RB,8,PrSpHu,Pitfall,1,6,20.6
BECH1-RB/8 TeMisc,BECH1,RB,8,TeMisc,Pitfall,1,14,1.9
BECH1-RB/8 PrSpHu,BECH1,RB,8,PrSpHu,Pitfall,2,5,15.9
BECH1-RB/8 AeAqEp,BECH1,RB,8,AeAqEp,Pitfall,2,1,1.9
BECH1-RB/8 TeMisc,BECH1,RB,8,TeMisc,Pitfall,2,12,6.3
BECH1-RB/8 PrSpHu,BECH1,RB,8,PrSpHu,Pitfall,3,3,5.7
BECH1-RB/8 TeMisc,BECH1,RB,8,TeMisc,Pitfall,3,10,1.1
BECH1-RB/16 PrSpHu,BECH1,RB,16,PrSpHu,Pitfall,1,1,0.2
BECH1-RB/16 TeMisc,BECH1,RB,16,TeMisc,Pitfall,1,5,3.7
BECH1-RB/16 PrSpHu,BECH1,RB,16,PrSpHu,Pitfall,2,1,3.5
BECH1-RB/16 TeMisc,BECH1,RB,16,TeMisc,Pitfall,2,3,1.1
BECH1-RB/16 PrBeet,BECH1,RB,16,PrBeet,Pitfall,2,3,0.7
BECH1-RB/16 PrSpHu,BECH1,RB,16,PrSpHu,Pitfall,3,4,24.7
BECH1-RB/16 TeMisc,BECH1,RB,16,TeMisc,Pitfall,3,8,6.8
BECH1-RB/32 TeMisc,BECH1,RB,32,TeMisc,Pitfall,1,3,9.4
BECH1-RB/32 TeMisc,BECH1,RB,32,TeMisc,Pitfall,2,3,2.3
BECH1-RB/32 TeMisc,BECH1,RB,32,TeMisc,Pitfall,3,5,12.9
BECH1-RB/64 TeMisc,BECH1,RB,64,TeMisc,Pitfall,1,33,26.9
BECH1-RB/64 PrSpHu,BECH1,RB,64,PrSpHu,Pitfall,1,3,15.2
BECH1-RB/64 TeMisc,BECH1,RB,64,TeMisc,Pitfall,1,2,6.4
BECH1-RB/64 TeMisc,BECH1,RB,64,TeMisc,Pitfall,2,14,34.9
BECH1-RB/64 TeMisc,BECH1,RB,64,TeMisc,Pitfall,3,74,105.1
BECH1-RB/64 HeHemi,BECH1,RB,64,HeHemi,Pitfall,3,4,19.2
BECH1-RB/64 PrSpHu,BECH1,RB,64,PrSpHu,Pitfall,3,5,4.5
BECH1-RB/64 PrBeet,BECH1,RB,64,PrBeet,Pitfall,3,1,0.1
BECH1-RB/128 TeMisc,BECH1,RB,128,TeMisc,Pitfall,1,11,2.4
BECH1-RB/128 PrSpHu,BECH1,RB,128,PrSpHu,Pitfall,1,8,10.3
BECH1-RB/128 TeMisc,BECH1,RB,128,TeMisc,Pitfall,2,9,6.2
BECH1-RB/128 PrSpHu,BECH1,RB,128,PrSpHu,Pitfall,2,9,8.5
BECH1-RB/128 PrBeet,BECH1,RB,128,PrBeet,Pitfall,2,1,0.1
BECH1-RB/128 PrSpHu,BECH1,RB,128,PrSpHu,Pitfall,3,2,1.6
BECH1-RB/128 TeMisc,BECH1,RB,128,TeMisc,Pitfall,3,6,3.3
BECH1-RB/256 TeMisc,BECH1,RB,256,TeMisc,Pitfall,1,3,3.4
BECH1-RB/256 TeMisc,BECH1,RB,256,TeMisc,Pitfall,2,20,8.1
BECH1-RB/256 PrBeet,BECH1,RB,256,PrBeet,Pitfall,2,2,0.1
BECH1-RB/256 HeHemi,BECH1,RB,256,HeHemi,Pitfall,2,1,0.5
BECH1-RB/256 PrBeet,BECH1,RB,256,PrBeet,Pitfall,3,3,28.9
BECH1-RB/256 PrBeet,BECH1,RB,256,PrBeet,Pitfall,3,6,0.9
BECH1-RB/256 TeMisc,BECH1,RB,256,TeMisc,Pitfall,3,10,6.2
BECH2-RB/0 PrSpHu,BECH2,RB,0,PrSpHu,Pitfall,1,2,6.9
BECH2-RB/0 TeMisc,BECH2,RB,0,TeMisc,Pitfall,1,10,21.4
BECH2-RB/0 PrSpHu,BECH2,RB,0,PrSpHu,Pitfall,2,1,2.6
BECH2-RB/0 TeMisc,BECH2,RB,0,TeMisc,Pitfall,2,1,0.4
BECH2-RB/0 PrBeet,BECH2,RB,0,PrBeet,Pitfall,2,1,0.4
BECH2-RB/0 PrBeet,BECH2,RB,0,PrBeet,Pitfall,3,1,6.5
BECH2-RB/1 PrSpHu,BECH2,RB,1,PrSpHu,Pitfall,1,1,2.6
BECH2-RB/1 TeMisc,BECH2,RB,1,TeMisc,Pitfall,1,1,0.3
BECH2-RB/1 PrBeet,BECH2,RB,1,PrBeet,Pitfall,2,3,7.5
BECH2-RB/1 TeMisc,BECH2,RB,1,TeMisc,Pitfall,2,3,18
BECH2-RB/1 PrSpHu,BECH2,RB,1,PrSpHu,Pitfall,3,1,2.9
BECH2-RB/1 TeMisc,BECH2,RB,1,TeMisc,Pitfall,3,1,0.6
BECH2-RB/2 PrSpHu,BECH2,RB,2,PrSpHu,Pitfall,1,4,63.8
BECH2-RB/2 TeMisc,BECH2,RB,2,TeMisc,Pitfall,1,4,15.6
BECH2-RB/2 PrSpHu,BECH2,RB,2,PrSpHu,Pitfall,2,5,13.7
BECH2-RB/2 TeMisc,BECH2,RB,2,TeMisc,Pitfall,2,4,0.6
BECH2-RB/2 HeHemi,BECH2,RB,2,HeHemi,Pitfall,2,1,0.2
ARZO1-LB/0 PrBeet,ARZO1,LB,0,PrBeet,Pitfall,1,9,18.2
ARZO1-LB/0 PrSpHu,ARZO1,LB,0,PrSpHu,Pitfall,1,1,0.4
ARZO1-LB/0 HeHemi,ARZO1,LB,0,HeHemi,Pitfall,1,4,2.7
ARZO1-LB/0 TeMisc,ARZO1,LB,0,TeMisc,Pitfall,1,15,8.5
ARZO1-LB/0 AeAqTr,ARZO1,LB,0,AeAqTr,Pitfall,1,1,0.4
ARZO1-LB/0 PrSpHu,ARZO1,LB,0,PrSpHu,Pitfall,2,3,8.5
ARZO1-LB/0 PrBeet,ARZO1,LB,0,PrBeet,Pitfall,2,2,2.6
ARZO1-LB/0 TeMisc,ARZO1,LB,0,TeMisc,Pitfall,2,9,7.2
ARZO1-LB/0 PrBeet,ARZO1,LB,0,PrBeet,Pitfall,3,3,5.6
ARZO1-LB/0 HeHemi,ARZO1,LB,0,HeHemi,Pitfall,3,1,1.2
ARZO1-LB/0 TeMisc,ARZO1,LB,0,TeMisc,Pitfall,3,15,9.3
ARZO1-LB/1 HeHemi,ARZO1,LB,1,HeHemi,Pitfall,1,4,3.9
ARZO1-LB/1 TeMisc,ARZO1,LB,1,TeMisc,Pitfall,1,10,1.9
ARZO1-LB/1 PrBeet,ARZO1,LB,1,PrBeet,Pitfall,1,8,6.6
ARZO1-LB/1 PrSpHu,ARZO1,LB,1,PrSpHu,Pitfall,1,3,0.8
ARZO1-LB/1 PrSpHu,ARZO1,LB,1,PrSpHu,Pitfall,2,4,14.8
ARZO1-LB/1 PrBeet,ARZO1,LB,1,PrBeet,Pitfall,2,3,3
ARZO1-LB/1 HeHemi,ARZO1,LB,1,HeHemi,Pitfall,2,1,1.7
ARZO1-LB/1 TeMisc,ARZO1,LB,1,TeMisc,Pitfall,2,8,2
ARZO1-LB/1 HeHemi,ARZO1,LB,1,HeHemi,Pitfall,2,1,0.6
ARZO1-LB/1 PrSpHu,ARZO1,LB,1,PrSpHu,Pitfall,3,6,7.3
ARZO1-LB/1 PrBeet,ARZO1,LB,1,PrBeet,Pitfall,3,14,23.2
ARZO1-LB/1 TeMisc,ARZO1,LB,1,TeMisc,Pitfall,3,11,3.2
ARZO1-LB/2 PrBeet,ARZO1,LB,2,PrBeet,Pitfall,1,4,3.9
ARZO1-LB/2 TeMisc,ARZO1,LB,2,TeMisc,Pitfall,1,7,1
ARZO1-LB/2 HeHemi,ARZO1,LB,2,HeHemi,Pitfall,1,1,0.6
ARZO1-LB/2 PrSpHu,ARZO1,LB,2,PrSpHu,Pitfall,2,17,7.4
ARZO1-LB/2 HeLepi,ARZO1,LB,2,HeLepi,Pitfall,2,1,1.2
ARZO1-LB/2 HeHemi,ARZO1,LB,2,HeHemi,Pitfall,2,1,1.8
ARZO1-LB/2 TeMisc,ARZO1,LB,2,TeMisc,Pitfall,2,2,2.3
ARZO1-LB/2 PrBeet,ARZO1,LB,2,PrBeet,Pitfall,3,4,5.5
ARZO1-LB/2 PrSpHu,ARZO1,LB,2,PrSpHu,Pitfall,3,2,4.2
ARZO1-LB/2 TeMisc,ARZO1,LB,2,TeMisc,Pitfall,3,3,2.9
ARZO1-LB/2 TeMisc,ARZO1,LB,2,TeMisc,Pitfall,3,11,1.1
ARZO1-LB/4 PrSpHu,ARZO1,LB,4,PrSpHu,Pitfall,1,2,31.8
ARZO1-LB/4 PrBeet,ARZO1,LB,4,PrBeet,Pitfall,1,12,11.3
ARZO1-LB/4 HeHemi,ARZO1,LB,4,HeHemi,Pitfall,1,1,0.6
ARZO1-LB/4 TeMisc,ARZO1,LB,4,TeMisc,Pitfall,1,3,1.9
ARZO1-LB/4 PrBeet,ARZO1,LB,4,PrBeet,Pitfall,2,25,48.1
ARZO1-LB/4 PrSpHu,ARZO1,LB,4,PrSpHu,Pitfall,2,28,7.4
ARZO1-LB/4 TeMisc,ARZO1,LB,4,TeMisc,Pitfall,2,13,17.1
ARZO1-LB/4 PrSpHu,ARZO1,LB,4,PrSpHu,Pitfall,3,3,10.4
ARZO1-LB/4 PrBeet,ARZO1,LB,4,PrBeet,Pitfall,3,7,3.9
ARZO1-LB/4 TeMisc,ARZO1,LB,4,TeMisc,Pitfall,3,5,2.4
ARZO1-LB/4 HeHemi,ARZO1,LB,4,HeHemi,Pitfall,3,2,3.7
ARZO1-LB/8 TeMisc,ARZO1,LB,8,TeMisc,Pitfall,1,11,5
ARZO1-LB/8 PrBeet,ARZO1,LB,8,PrBeet,Pitfall,1,39,4.8
ARZO1-LB/8 PrBeet,ARZO1,LB,8,PrBeet,Pitfall,2,66,50.2
ARZO1-LB/8 PrSpHu,ARZO1,LB,8,PrSpHu,Pitfall,2,4,7.2
ARZO1-LB/8 HeHemi,ARZO1,LB,8,HeHemi,Pitfall,2,1,2
ARZO1-LB/8 TeMisc,ARZO1,LB,8,TeMisc,Pitfall,2,21,3.3
ARZO1-LB/8 PrSpHu,ARZO1,LB,8,PrSpHu,Pitfall,3,3,0.7
ARZO1-LB/8 TeMisc,ARZO1,LB,8,TeMisc,Pitfall,3,8,2.4
ARZO1-LB/16 PrBeet,ARZO1,LB,16,PrBeet,Pitfall,1,1,29.5
ARZO1-LB/16 TeMisc,ARZO1,LB,16,TeMisc,Pitfall,1,10,24
ARZO1-LB/16 TeMisc,ARZO1,LB,16,TeMisc,Pitfall,2,7,6.4
ARZO1-LB/16 PrBeet,ARZO1,LB,16,PrBeet,Pitfall,2,9,0.4
ARZO1-LB/16 TeMisc,ARZO1,LB,16,TeMisc,Pitfall,3,8,5.4
ARZO1-LB/16 PrSpWe,ARZO1,LB,16,PrSpWe,Pitfall,3,1,2.1
ARZO1-LB/16 PrBeet,ARZO1,LB,16,PrBeet,Pitfall,3,27,1.1
ARZO1-LB/32 TeMisc,ARZO1,LB,32,TeMisc,Pitfall,1,8,23.7
ARZO1-LB/32 PrSpHu,ARZO1,LB,32,PrSpHu,Pitfall,1,2,6.3
ARZO1-LB/32 HeLepi,ARZO1,LB,32,HeLepi,Pitfall,1,1,0.6
ARZO1-LB/32 TeMisc,ARZO1,LB,32,TeMisc,Pitfall,2,26,133.5
ARZO1-LB/32 PrSpHu,ARZO1,LB,32,PrSpHu,Pitfall,2,2,8.8
ARZO1-LB/40 PrBeet,ARZO1,LB,40,PrBeet,Pitfall,1,1,108.8
ARZO1-LB/40 PrSpWe,ARZO1,LB,40,PrSpWe,Pitfall,1,1,2.1
ARZO1-LB/40 PrSpHu,ARZO1,LB,40,PrSpHu,Pitfall,1,1,28.2
ARZO1-LB/40 TeMisc,ARZO1,LB,40,TeMisc,Pitfall,1,204,158.2
ARZO1-LB/40 HeHemi,ARZO1,LB,40,HeHemi,Pitfall,1,1,1.7
ARZO1-LB/40 PrBeet,ARZO1,LB,40,PrBeet,Pitfall,2,1,24.7
ARZO1-LB/40 PrSpHu,ARZO1,LB,40,PrSpHu,Pitfall,2,1,4
ARZO1-LB/40 TeMisc,ARZO1,LB,40,TeMisc,Pitfall,2,9,4
ARZO1-LB/40 TeMisc,ARZO1,LB,40,TeMisc,Pitfall,3,11,87.7
ARZO1-RB/0 TeMisc,ARZO1,RB,0,TeMisc,Pitfall,1,1,0.7
ARZO1-RB/0 TeMisc,ARZO1,RB,0,TeMisc,Pitfall,2,1,0.4
ARZO1-RB/0 TeMisc,ARZO1,RB,0,TeMisc,Pitfall,3,1,0.6
ARZO1-RB/1 PrSpHu,ARZO1,RB,1,PrSpHu,Pitfall,1,5,4.2
ARZO1-RB/1 TeMisc,ARZO1,RB,1,TeMisc,Pitfall,1,9,0.8
ARZO1-RB/1 PrBeet,ARZO1,RB,1,PrBeet,Pitfall,1,1,0.4
ARZO1-RB/1 TeMisc,ARZO1,RB,1,TeMisc,Pitfall,2,17,3.3
ARZO1-RB/1 PrSpHu,ARZO1,RB,1,PrSpHu,Pitfall,2,8,3.7
ARZO1-RB/1 PrBeet,ARZO1,RB,1,PrBeet,Pitfall,2,1,0.8
ARZO1-RB/1 PrBeet,ARZO1,RB,1,PrBeet,Pitfall,3,2,1.9
ARZO1-RB/1 PrSpHu,ARZO1,RB,1,PrSpHu,Pitfall,3,2,0.7
ARZO1-RB/1 TeMisc,ARZO1,RB,1,TeMisc,Pitfall,3,5,5.7
ARZO1-RB/2 PrSpHu,ARZO1,RB,2,PrSpHu,Pitfall,1,2,16.4
ARZO1-RB/2 PrSpHu,ARZO1,RB,2,PrSpHu,Pitfall,1,11,1.9
ARZO1-RB/2 TeMisc,ARZO1,RB,2,TeMisc,Pitfall,1,15,20.2
ARZO1-RB/2 PrBeet,ARZO1,RB,2,PrBeet,Pitfall,1,4,1.2
ARZO1-RB/2 HeHemi,ARZO1,RB,2,HeHemi,Pitfall,1,1,0.8
ARZO1-RB/2 PrSpHu,ARZO1,RB,2,PrSpHu,Pitfall,2,3,3.6
ARZO1-RB/2 TeMisc,ARZO1,RB,2,TeMisc,Pitfall,2,3,0.7
ARZO1-RB/2 HeHemi,ARZO1,RB,2,HeHemi,Pitfall,2,1,0.2
ARZO1-RB/2 PrSpHu,ARZO1,RB,2,PrSpHu,Pitfall,3,18,4.7
ARZO1-RB/2 PrBeet,ARZO1,RB,2,PrBeet,Pitfall,3,3,2
ARZO1-RB/2 TeMisc,ARZO1,RB,2,TeMisc,Pitfall,3,9,15.2
ARZO1-RB/2 HeHemi,ARZO1,RB,2,HeHemi,Pitfall,3,3,0.5
ARZO1-RB/4 PrBeet,ARZO1,RB,4,PrBeet,Pitfall,1,3,1.6
ARZO1-RB/4 PrSpHu,ARZO1,RB,4,PrSpHu,Pitfall,1,5,5.5
ARZO1-RB/4 TeMisc,ARZO1,RB,4,TeMisc,Pitfall,1,35,9.6
ARZO1-RB/4 PrSpWe,ARZO1,RB,4,PrSpWe,Pitfall,2,1,6.6
ARZO1-RB/4 PrSpHu,ARZO1,RB,4,PrSpHu,Pitfall,2,7,2.5
ARZO1-RB/4 PrBeet,ARZO1,RB,4,PrBeet,Pitfall,2,1,0.4
ARZO1-RB/4 TeMisc,ARZO1,RB,4,TeMisc,Pitfall,2,15,19.3
ARZO1-RB/4 TeMisc,ARZO1,RB,4,TeMisc,Pitfall,3,2,1
ARZO1-RB/8 PrSpWe,ARZO1,RB,8,PrSpWe,Pitfall,1,2,9.4
ARZO1-RB/8 TeMisc,ARZO1,RB,8,TeMisc,Pitfall,1,16,30.6
ARZO1-RB/8 PrSpHu,ARZO1,RB,8,PrSpHu,Pitfall,1,2,0.3
ARZO1-RB/8 PrSpHu,ARZO1,RB,8,PrSpHu,Pitfall,2,1,2.3
ARZO1-RB/8 PrSpWe,ARZO1,RB,8,PrSpWe,Pitfall,2,1,0.3
ARZO1-RB/8 TeMisc,ARZO1,RB,8,TeMisc,Pitfall,2,6,15.3
ARZO1-RB/8 TeMisc,ARZO1,RB,8,TeMisc,Pitfall,3,14,117
ARZO1-RB/8 PrSpHu,ARZO1,RB,8,PrSpHu,Pitfall,3,4,13
ARZO1-RB/8 HeHemi,ARZO1,RB,8,HeHemi,Pitfall,3,1,0.4
ARZO1-RB/16 PrSpWe,ARZO1,RB,16,PrSpWe,Pitfall,1,3,8.1
ARZO1-RB/16 PrSpHu,ARZO1,RB,16,PrSpHu,Pitfall,1,2,0.8
ARZO1-RB/16 TeMisc,ARZO1,RB,16,TeMisc,Pitfall,1,42,9
ARZO1-RB/16 PrSpHu,ARZO1,RB,16,PrSpHu,Pitfall,1,1,0.3
ARZO1-RB/16 TeMisc,ARZO1,RB,16,TeMisc,Pitfall,2,24,4.3
ARZO1-RB/16 PrBeet,ARZO1,RB,16,PrBeet,Pitfall,3,2,219.3
ARZO1-RB/16 TeMisc,ARZO1,RB,16,TeMisc,Pitfall,3,7,1.1
ARZO1-RB/32 PrBeet,ARZO1,RB,32,PrBeet,Pitfall,1,1,112.6
ARZO1-RB/32 PrSpHu,ARZO1,RB,32,PrSpHu,Pitfall,1,3,31
ARZO1-RB/32 TeMisc,ARZO1,RB,32,TeMisc,Pitfall,1,14,6.7
ARZO1-RB/32 HeHemi,ARZO1,RB,32,HeHemi,Pitfall,1,1,0.4
ARZO1-RB/32 PrSpWe,ARZO1,RB,32,PrSpWe,Pitfall,1,1,1
ARZO1-RB/32 PrBeet,ARZO1,RB,32,PrBeet,Pitfall,2,2,211
ARZO1-RB/32 PrBeet,ARZO1,RB,32,PrBeet,Pitfall,2,1,100.5
ARZO1-RB/32 TeMisc,ARZO1,RB,32,TeMisc,Pitfall,2,10,32.7
ARZO1-RB/32 PrSpWe,ARZO1,RB,32,PrSpWe,Pitfall,3,2,6.2
ARZO1-RB/32 HeLepi,ARZO1,RB,32,HeLepi,Pitfall,3,1,2.4
ARZO1-RB/32 HeHemi,ARZO1,RB,32,HeHemi,Pitfall,3,1,0.2
ARZO1-RB/32 TeMisc,ARZO1,RB,32,TeMisc,Pitfall,3,2,2.5
ARZO1-RB/32 PrSpHu,ARZO1,RB,32,PrSpHu,Pitfall,3,1,0.7
ARZO1-RB/40 TeMisc,ARZO1,RB,40,TeMisc,Pitfall,1,5,28.2
ARZO1-RB/40 TeMisc,ARZO1,RB,40,TeMisc,Pitfall,2,16,71.6
ARZO1-RB/40 PrSpWe,ARZO1,RB,40,PrSpWe,Pitfall,2,1,0.7
ARZO1-RB/40 PrBeet,ARZO1,RB,40,PrBeet,Pitfall,2,2,0.1
ARZO1-RB/40 TeMisc,ARZO1,RB,40,TeMisc,Pitfall,3,216,126.4
ARZO1-RB/40 PrBeet,ARZO1,RB,40,PrBeet,Pitfall,3,1,0.1
ARZO2-LB/0 AeAqTr,ARZO2,LB,0,AeAqTr,Pitfall,1,1,0.5
ARZO2-LB/0 PrSpHu,ARZO2,LB,0,PrSpHu,Pitfall,1,10,2.1
ARZO2-LB/0 TeMisc,ARZO2,LB,0,TeMisc,Pitfall,1,9,1.4
ARZO2-LB/0 HeHemi,ARZO2,LB,0,HeHemi,Pitfall,1,1,0.1
ARZO2-LB/0 PrSpHu,ARZO2,LB,0,PrSpHu,Pitfall,2,5,1.3
ARZO2-LB/0 PrBeet,ARZO2,LB,0,PrBeet,Pitfall,2,1,0.4
ARZO2-LB/0 TeMisc,ARZO2,LB,0,TeMisc,Pitfall,2,5,2.3
ARZO2-LB/0 AeAqPl,ARZO2,LB,0,AeAqPl,Pitfall,3,1,0.7
ARZO2-LB/0 PrBeet,ARZO2,LB,0,PrBeet,Pitfall,3,2,0.7
ARZO2-LB/0 PrSpHu,ARZO2,LB,0,PrSpHu,Pitfall,3,7,3.5
ARZO2-LB/0 TeMisc,ARZO2,LB,0,TeMisc,Pitfall,3,10,2.5
ARZO2-LB/1 PrBeet,ARZO2,LB,1,PrBeet,Pitfall,1,2,63.9
ARZO2-LB/1 PrSpHu,ARZO2,LB,1,PrSpHu,Pitfall,1,3,8.9
ARZO2-LB/1 TeMisc,ARZO2,LB,1,TeMisc,Pitfall,1,17,2.2
ARZO2-LB/1 PrSpHu,ARZO2,LB,1,PrSpHu,Pitfall,2,3,22.5
ARZO2-LB/1 TeMisc,ARZO2,LB,1,TeMisc,Pitfall,2,8,1.8
ARZO2-LB/1 HeLepi,ARZO2,LB,1,HeLepi,Pitfall,2,1,1.9
ARZO2-LB/1 PrSpHu,ARZO2,LB,1,PrSpHu,Pitfall,3,2,12.1
ARZO2-LB/1 PrBeet,ARZO2,LB,1,PrBeet,Pitfall,3,1,0.3
ARZO2-LB/1 TeMisc,ARZO2,LB,1,TeMisc,Pitfall,3,9,3.8
ARZO2-LB/2 PrSpHu,ARZO2,LB,2,PrSpHu,Pitfall,1,4,10.5
ARZO2-LB/2 PrBeet,ARZO2,LB,2,PrBeet,Pitfall,1,1,5.5
ARZO2-LB/2 HeHemi,ARZO2,LB,2,HeHemi,Pitfall,1,1,4.3
ARZO2-LB/2 TeMisc,ARZO2,LB,2,TeMisc,Pitfall,1,59,34.5
ARZO2-LB/2 PrSpHu,ARZO2,LB,2,PrSpHu,Pitfall,2,1,0.8
ARZO2-LB/2 TeMisc,ARZO2,LB,2,TeMisc,Pitfall,2,14,1.8
ARZO2-LB/2 TeMisc,ARZO2,LB,2,TeMisc,Pitfall,3,11,4.3
ARZO2-LB/2 PrSpHu,ARZO2,LB,2,PrSpHu,Pitfall,3,2,2.2
ARZO2-LB/2 PrBeet,ARZO2,LB,2,PrBeet,Pitfall,3,3,0.1
ARZO2-LB/4 TeMisc,ARZO2,LB,4,TeMisc,Pitfall,1,14,4.9
ARZO2-LB/4 PrSpHu,ARZO2,LB,4,PrSpHu,Pitfall,1,2,1.6
ARZO2-LB/4 PrBeet,ARZO2,LB,4,PrBeet,Pitfall,1,4,0.5
ARZO2-LB/4 HeHemi,ARZO2,LB,4,HeHemi,Pitfall,1,2,0.5
ARZO2-LB/4 TeMisc,ARZO2,LB,4,TeMisc,Pitfall,2,4,4
ARZO2-LB/4 PrSpHu,ARZO2,LB,4,PrSpHu,Pitfall,2,1,6.7
ARZO2-LB/4 TeMisc,ARZO2,LB,4,TeMisc,Pitfall,3,29,31.8
ARZO2-LB/5 TeMisc,ARZO2,LB,5,TeMisc,Pitfall,1,7,14.7
ARZO2-LB/5 HeLepi,ARZO2,LB,5,HeLepi,Pitfall,1,1,0.7
ARZO2-LB/5 PrSpWe,ARZO2,LB,5,PrSpWe,Pitfall,1,3,2.8
ARZO2-LB/5 TeMisc,ARZO2,LB,5,TeMisc,Pitfall,2,5,4.4
ARZO2-LB/5 TeMisc,ARZO2,LB,5,TeMisc,Pitfall,3,11,43
ARZO2-LB/5 PrSpHu,ARZO2,LB,5,PrSpHu,Pitfall,3,1,0.3
ARZO2-LB/8 PrSpHu,ARZO2,LB,8,PrSpHu,Pitfall,1,1,5
ARZO2-LB/8 PrSpWe,ARZO2,LB,8,PrSpWe,Pitfall,1,1,0.1
ARZO2-LB/8 TeMisc,ARZO2,LB,8,TeMisc,Pitfall,1,11,6.7
ARZO2-LB/8 PrBeet,ARZO2,LB,8,PrBeet,Pitfall,2,1,94.7
ARZO2-LB/8 TeMisc,ARZO2,LB,8,TeMisc,Pitfall,2,6,11.6
ARZO2-LB/8 HeHemi,ARZO2,LB,8,HeHemi,Pitfall,2,1,4.2
ARZO2-LB/8 PrSpHu,ARZO2,LB,8,PrSpHu,Pitfall,2,2,9
ARZO2-LB/8 PrSpWe,ARZO2,LB,8,PrSpWe,Pitfall,2,2,1
ARZO2-LB/8 TeMisc,ARZO2,LB,8,TeMisc,Pitfall,3,4,16.8
ARZO2-LB/8 HeLepi,ARZO2,LB,8,HeLepi,Pitfall,3,1,2.2
ARZO2-LB/8 PrSpWe,ARZO2,LB,8,PrSpWe,Pitfall,3,1,0.1
ARZO2-LB/15 TeMisc,ARZO2,LB,15,TeMisc,Pitfall,1,4,0.7
ARZO2-LB/15 TeMisc,ARZO2,LB,15,TeMisc,Pitfall,2,2,2
ARZO2-LB/15 TeMisc,ARZO2,LB,15,TeMisc,Pitfall,3,4,1.5
ARZO1-LB/1 TeMisc,ARZO1,LB,1,TeMisc,Sweep,0,1,53.7
ARZO1-LB/1 PrSpWe,ARZO1,LB,1,PrSpWe,Sweep,0,2,0.8
ARZO1-LB/2 TeMisc,ARZO1,LB,2,TeMisc,Sweep,0,1,1
ARZO1-LB/2 PrSpWe,ARZO1,LB,2,PrSpWe,Sweep,0,1,0.9
ARZO1-LB/4 PrSpWe,ARZO1,LB,4,PrSpWe,Sweep,0,1,9.1
ARZO1-LB/4 TeMisc,ARZO1,LB,4,TeMisc,Sweep,0,4,5.1
ARZO1-LB/4 HeHemi,ARZO1,LB,4,HeHemi,Sweep,0,3,2.1
ARZO1-LB/8 TeMisc,ARZO1,LB,8,TeMisc,Sweep,0,1,0.3
ARZO1-LB/8 HeHemi,ARZO1,LB,8,HeHemi,Sweep,0,4,4.9
ARZO1-LB/8 PrSpWe,ARZO1,LB,8,PrSpWe,Sweep,0,1,0.2
ARZO1-LB/16 TeMisc,ARZO1,LB,16,TeMisc,Sweep,0,4,64
ARZO1-LB/16 HeHemi,ARZO1,LB,16,HeHemi,Sweep,0,4,1.9
ARZO1-LB/16 TeMisc,ARZO1,LB,16,TeMisc,Sweep,0,2,2.8
ARZO1-LB/16 PrSpWe,ARZO1,LB,16,PrSpWe,Sweep,0,3,1.1
ARZO1-LB/32 PrSpHu,ARZO1,LB,32,PrSpHu,Sweep,0,4,0.6
ARZO1-LB/40 TeMisc,ARZO1,LB,40,TeMisc,Sweep,0,2,1.3
ARZO1-RB/0 PrSpWe,ARZO1,RB,0,PrSpWe,Sweep,0,2,5.8
ARZO1-RB/0 HeHemi,ARZO1,RB,0,HeHemi,Sweep,0,1,0.2
ARZO1-RB/0 TeMisc,ARZO1,RB,0,TeMisc,Sweep,0,2,0.8
ARZO1-RB/1 HeHemi,ARZO1,RB,1,HeHemi,Sweep,0,1,0.6
ARZO1-RB/1 PrSpWe,ARZO1,RB,1,PrSpWe,Sweep,0,1,0.9
ARZO1-RB/2 HeLepi,ARZO1,RB,2,HeLepi,Sweep,0,1,0.5
ARZO1-RB/2 HeHemi,ARZO1,RB,2,HeHemi,Sweep,0,1,0.6
ARZO1-RB/2 TeMisc,ARZO1,RB,2,TeMisc,Sweep,0,2,0.4
ARZO1-RB/2 PrSpWe,ARZO1,RB,2,PrSpWe,Sweep,0,1,0.1
ARZO1-RB/4 TeMisc,ARZO1,RB,4,TeMisc,Sweep,0,3,2.2
ARZO1-RB/4 HeHemi,ARZO1,RB,4,HeHemi,Sweep,0,1,2.2
