"Code","Site","Bank","Dist","Group","Replicate","Abund","Biomass","Trophic","Region","Width","Order","OrderClass","Geomorph","Banks","VegFld","VegUp","VegShift","shortSite","SiteBank","AbBiom","AbBiomTopCut","preForest","Forest","Wall","DistShift","AbBiomTopCutNoWeird","AbBiomTopCutNoWeirdHighDrop","Effect","logEffect","logDist"
"BOLZ1-RB/155 PrSpHu","BOLZ1","RB",155,"PrSpHu",2,17,5,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",85,85,132,132,NA,151,85,85,0.111607142857143,-2.19277022698684,5.01727983681492
"BOLZ1-RB/155 PrSpHu","BOLZ1","RB",155,"PrSpHu",3,16,12.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",201.6,201.6,132,132,NA,151,201.6,201.6,0.264705882352941,-1.32913594727994,5.01727983681492
"BOLZ1-RB/16 PrBeet","BOLZ1","RB",16,"PrBeet",1,1,1.5,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",1.5,1.5,132,132,NA,12,1.5,1.5,0.00196953781512605,-6.22995637536899,2.484906649788
"BOLZ1-RB/16 PrBeet","BOLZ1","RB",16,"PrBeet",2,7,10.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",74.2,74.2,132,132,NA,12,74.2,74.2,0.0974264705882353,-2.32865733330382,2.484906649788
"BOLZ1-RB/16 PrBeet","BOLZ1","RB",16,"PrBeet",3,4,3.1,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",12.4,12.4,132,132,NA,12,12.4,12.4,0.016281512605042,-4.11772501086616,2.484906649788
"BOLZ1-RB/16 PrSpHu","BOLZ1","RB",16,"PrSpHu",1,5,56.3,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",281.5,281.5,132,132,NA,12,281.5,281.5,0.369616596638655,-0.995289035897411,2.484906649788
"BOLZ1-RB/16 PrSpHu","BOLZ1","RB",16,"PrSpHu",2,5,10.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",53,53,132,132,NA,12,53,53,0.0695903361344538,-2.66512956992503,2.484906649788
"BOLZ1-RB/16 PrSpHu","BOLZ1","RB",16,"PrSpHu",3,2,3.4,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",6.8,6.8,132,132,NA,12,6.8,6.8,0.00892857142857143,-4.71849887129509,2.484906649788
"BOLZ1-RB/176 PrBeet","BOLZ1","RB",176,"PrBeet",1,1,6.2,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",6.2,6.2,132,132,NA,172,6.2,6.2,0.00814075630252101,-4.81087219142611,5.14749447681345
"BOLZ1-RB/176 PrBeet","BOLZ1","RB",176,"PrBeet",3,1,98.2,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",98.2,98.2,132,132,NA,172,98.2,98.2,0.128939075630252,-2.04841526811674,5.14749447681345
"BOLZ1-RB/176 PrSpHu","BOLZ1","RB",176,"PrSpHu",2,4,2.3,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",9.2,9.2,132,132,NA,172,9.2,9.2,0.0120798319327731,-4.41621799942216,5.14749447681345
"BOLZ1-RB/176 PrSpHu","BOLZ1","RB",176,"PrSpHu",3,3,10.4,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",31.2,31.2,132,132,NA,172,31.2,31.2,0.0409663865546218,-3.19500338866172,5.14749447681345
"BOLZ1-RB/32 PrBeet","BOLZ1","RB",32,"PrBeet",3,1,0.7,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",0.7,0.7,132,132,NA,28,0.7,0.7,0.000919117647058823,-6.99209642741589,3.3322045101752
"BOLZ1-RB/32 PrSpHu","BOLZ1","RB",32,"PrSpHu",1,4,7.3,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",29.2,29.2,132,132,NA,28,29.2,29.2,0.0383403361344538,-3.26125277420292,3.3322045101752
"BOLZ1-RB/32 PrSpHu","BOLZ1","RB",32,"PrSpHu",2,3,6.9,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",20.7,20.7,132,132,NA,28,20.7,20.7,0.0271796218487395,-3.60528778320583,3.3322045101752
"BOLZ1-RB/32 PrSpHu","BOLZ1","RB",32,"PrSpHu",3,5,21.9,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",109.5,109.5,132,132,NA,28,109.5,109.5,0.143776260504202,-1.9394969342206,3.3322045101752
"BOLZ1-RB/4 PrBeet","BOLZ1","RB",4,"PrBeet",1,2,4.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",9.2,9.2,132,132,NA,0,9.2,9.2,0.0120798319327731,-4.41621799942216,-3
"BOLZ1-RB/4 PrBeet","BOLZ1","RB",4,"PrBeet",2,4,2.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",10.4,10.4,132,132,NA,0,10.4,10.4,0.0136554621848739,-4.29361567732983,-3
"BOLZ1-RB/4 PrBeet","BOLZ1","RB",4,"PrBeet",3,7,5.8,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",40.6,40.6,132,132,NA,0,40.6,40.6,0.0533088235294118,-2.93165341686947,-3
"BOLZ1-RB/4 PrSpHu","BOLZ1","RB",4,"PrSpHu",1,6,19.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",117.6,117.6,132,132,NA,0,117.6,117.6,0.154411764705882,-1.86813244801263,-3
"BOLZ1-RB/4 PrSpHu","BOLZ1","RB",4,"PrSpHu",3,16,47.6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",761.6,761.6,132,132,NA,0,761.6,761.6,1,0,-3
"BOLZ1-RB/4 PrSpWe","BOLZ1","RB",4,"PrSpWe",3,1,0.9,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",0.9,0.9,132,132,NA,0,0.9,0.9,0.00118172268907563,-6.74078199913498,-3
"BOLZ1-RB/68 PrSpHu","BOLZ1","RB",68,"PrSpHu",1,3,3.5,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",10.5,10.5,132,132,NA,64,10.5,10.5,0.0137867647058824,-4.28404622631368,4.15888308335967
"BOLZ1-RB/68 PrSpHu","BOLZ1","RB",68,"PrSpHu",3,4,7.2,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",28.8,28.8,132,132,NA,64,28.8,28.8,0.0378151260504202,-3.27504609633526,4.15888308335967
"BOLZ1-RB/8 PrBeet","BOLZ1","RB",8,"PrBeet",2,2,2.9,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",5.8,5.8,132,132,NA,4,5.8,5.8,0.00761554621848739,-4.87756356592478,1.38629436111989
"BOLZ1-RB/8 PrBeet","BOLZ1","RB",8,"PrBeet",3,2,0.7,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",1.4,1.4,132,132,NA,4,1.4,1.4,0.00183823529411765,-6.29894924685594,1.38629436111989
"BOLZ1-RB/8 PrSpHu","BOLZ1","RB",8,"PrSpHu",1,2,6,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",12,12,132,132,NA,4,12,12,0.0157563025210084,-4.15051483368916,1.38629436111989
"BOLZ1-RB/8 PrSpHu","BOLZ1","RB",8,"PrSpHu",2,4,20.1,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",80.4,80.4,132,132,NA,4,80.4,80.4,0.105567226890756,-2.24840730729224,1.38629436111989
"BOLZ1-RB/8 PrSpHu","BOLZ1","RB",8,"PrSpHu",3,2,55.2,2,"Tagliamento",38,"7","5to6","Meandering","Gradual","Understory","Overstory","Understory–Overstory","BOLZ1","BOLZ1RB",110.4,110.4,132,132,NA,4,110.4,110.4,0.144957983193277,-1.93131134963416,1.38629436111989
"CORN1.1-RB/0 PrBeet","CORN1.1","RB",0,"PrBeet",4,2,6.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",12.6,12.6,NA,NA,24,0,12.6,12.6,0.0189075630252101,-3.9681932768952,-3
"CORN1.1-RB/0 PrBeet","CORN1.1","RB",0,"PrBeet",1,1,3.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",3.1,3.1,NA,NA,24,0,3.1,3.1,0.00465186074429772,-5.37048797936153,-3
"CORN1.1-RB/0 PrBeet","CORN1.1","RB",0,"PrBeet",6,1,3.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",3.1,3.1,NA,NA,24,0,3.1,3.1,0.00465186074429772,-5.37048797936153,-3
"CORN1.1-RB/0 PrBeet","CORN1.1","RB",0,"PrBeet",2,1,2.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",2.6,2.6,NA,NA,24,0,2.6,2.6,0.0039015606242497,-5.5463786458252,-3
"CORN1.1-RB/0 PrSpHu","CORN1.1","RB",0,"PrSpHu",3,7,32.9,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",230.3,230.3,NA,NA,24,0,230.3,230.3,0.345588235294118,-1.06250728402599,-3
"CORN1.1-RB/0 PrSpHu","CORN1.1","RB",0,"PrSpHu",6,8,83.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",666.4,666.4,NA,NA,24,0,666.4,666.4,1,0,-3
"CORN1.1-RB/0 PrSpHu","CORN1.1","RB",0,"PrSpHu",2,7,31.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",221.2,221.2,NA,NA,24,0,221.2,221.2,0.331932773109244,-1.10282282120445,-3
"CORN1.1-RB/0 PrSpHu","CORN1.1","RB",0,"PrSpHu",5,5,55.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",277.5,277.5,NA,NA,24,0,277.5,277.5,0.416416566626651,-0.876069157666144,-3
"CORN1.1-RB/1 PrBeet","CORN1.1","RB",1,"PrBeet",4,1,1.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",1.3,1.3,NA,NA,24,1,1.3,1.3,0.00195078031212485,-6.23952582638514,0
"CORN1.1-RB/1 PrBeet","CORN1.1","RB",1,"PrBeet",2,1,0.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",0.1,0.1,NA,NA,24,1,0.1,0.1,0.000150060024009604,-8.80447518384668,0
"CORN1.1-RB/1 PrBeet","CORN1.1","RB",1,"PrBeet",6,3,0.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",1.5,1.5,NA,NA,24,1,1.5,1.5,0.00225090036014406,-6.09642498274447,0
"CORN1.1-RB/1 PrBeet","CORN1.1","RB",1,"PrBeet",5,1,1.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",1.6,1.6,NA,NA,24,1,1.6,1.6,0.00240096038415366,-6.0318864616069,0
"CORN1.1-RB/1 PrSpHu","CORN1.1","RB",1,"PrSpHu",3,1,2.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",2.1,2.1,NA,NA,24,1,2.1,2.1,0.00315126050420168,-5.75995274612326,0
"CORN1.1-RB/1 PrSpHu","CORN1.1","RB",1,"PrSpHu",4,7,65,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",455,455,NA,NA,24,1,455,455,0.682773109243697,-0.381592671901683,0
"CORN1.1-RB/1 PrSpHu","CORN1.1","RB",1,"PrSpHu",2,5,38.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",193,193,NA,NA,24,1,193,193,0.289615846338535,-1.23919990194775,0
"CORN1.1-RB/1 PrSpHu","CORN1.1","RB",1,"PrSpHu",6,4,19.2,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",76.8,76.8,NA,NA,24,1,76.8,76.8,0.115246098439376,-2.16068545069901,0
"CORN1.1-RB/1 PrSpHu","CORN1.1","RB",1,"PrSpHu",1,3,23.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",70.5,70.5,NA,NA,24,1,70.5,70.5,0.105792316926771,-2.24627738103441,0
"CORN1.1-RB/1 PrSpHu","CORN1.1","RB",1,"PrSpHu",5,7,82,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",574,574,NA,NA,24,1,574,574,0.861344537815126,-0.149260694533066,0
"CORN1.1-RB/16 PrBeet","CORN1.1","RB",16,"PrBeet",4,4,4.7,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",18.8,18.8,NA,NA,24,16,18.8,18.8,0.0282112845138055,-3.56803322101673,2.77258872223978
"CORN1.1-RB/16 PrBeet","CORN1.1","RB",16,"PrBeet",3,1,0.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",0.6,0.6,NA,NA,24,16,0.6,0.6,0.000900360144057623,-7.01271571461862,2.77258872223978
"CORN1.1-RB/16 PrBeet","CORN1.1","RB",16,"PrBeet",5,1,0.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",0.4,0.4,NA,NA,24,16,0.4,0.4,0.000600240096038415,-7.41818082272679,2.77258872223978
"CORN1.1-RB/16 PrBeet","CORN1.1","RB",16,"PrBeet",2,7,2.2,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",15.4,15.4,NA,NA,24,16,15.4,15.4,0.023109243697479,-3.76752258143305,2.77258872223978
"CORN1.1-RB/16 PrSpHu","CORN1.1","RB",16,"PrSpHu",6,1,3.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",3.1,3.1,NA,NA,24,16,3.1,3.1,0.00465186074429772,-5.37048797936153,2.77258872223978
"CORN1.1-RB/16 PrSpHu","CORN1.1","RB",16,"PrSpHu",4,4,42.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",169.6,169.6,NA,NA,24,16,169.6,169.6,0.254501800720288,-1.36844736749483,2.77258872223978
"CORN1.1-RB/16 PrSpHu","CORN1.1","RB",16,"PrSpHu",3,2,18.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",36.6,36.6,NA,NA,24,16,36.6,36.6,0.054921968787515,-2.90184185044531,2.77258872223978
"CORN1.1-RB/16 PrSpHu","CORN1.1","RB",16,"PrSpHu",1,1,11.7,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",11.7,11.7,NA,NA,24,16,11.7,11.7,0.0175570228091236,-4.04230124904892,2.77258872223978
"CORN1.1-RB/16 PrSpHu","CORN1.1","RB",16,"PrSpHu",5,1,4.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",4.4,4.4,NA,NA,24,16,4.4,4.4,0.00660264105642257,-5.02028554992842,2.77258872223978
"CORN1.1-RB/16 PrSpHu","CORN1.1","RB",16,"PrSpHu",2,1,9.8,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",9.8,9.8,NA,NA,24,16,9.8,9.8,0.0147058823529412,-4.21950770517611,2.77258872223978
"CORN1.1-RB/19 PrBeet","CORN1.1","RB",19,"PrBeet",4,3,2.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",7.5,7.5,NA,NA,24,19,7.5,7.5,0.0112545018007203,-4.48698707031037,2.94443897916644
"CORN1.1-RB/19 PrBeet","CORN1.1","RB",19,"PrBeet",2,7,3.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",25.2,25.2,NA,NA,24,19,25.2,25.2,0.0378151260504202,-3.27504609633526,2.94443897916644
"CORN1.1-RB/19 PrBeet","CORN1.1","RB",19,"PrBeet",3,5,2.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",11.5,11.5,NA,NA,24,19,11.5,11.5,0.0172569027611044,-4.05954305548343,2.94443897916644
"CORN1.1-RB/19 PrBeet","CORN1.1","RB",19,"PrBeet",1,3,0.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",1.8,1.8,NA,NA,24,19,1.8,1.8,0.00270108043217287,-5.91410342595051,2.94443897916644
"CORN1.1-RB/19 PrSpHu","CORN1.1","RB",19,"PrSpHu",4,3,3.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",9.9,9.9,NA,NA,24,19,9.9,9.9,0.0148559423769508,-4.20935533371209,2.94443897916644
"CORN1.1-RB/19 PrSpHu","CORN1.1","RB",19,"PrSpHu",2,1,0.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",0.6,0.6,NA,NA,24,19,0.6,0.6,0.000900360144057623,-7.01271571461862,2.94443897916644
"CORN1.1-RB/19 PrSpHu","CORN1.1","RB",19,"PrSpHu",5,1,13.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",13.1,13.1,NA,NA,24,19,13.1,13.1,0.0196578631452581,-3.92927786064553,2.94443897916644
"CORN1.1-RB/19 PrSpWe","CORN1.1","RB",19,"PrSpWe",1,1,3.9,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",3.9,3.9,NA,NA,24,19,3.9,3.9,0.00585234093637455,-5.14091353771703,2.94443897916644
"CORN1.1-RB/2 PrBeet","CORN1.1","RB",2,"PrBeet",5,2,2.8,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",5.6,5.6,NA,NA,24,2,5.6,5.6,0.00840336134453781,-4.77912349311153,0.693147180559945
"CORN1.1-RB/2 PrBeet","CORN1.1","RB",2,"PrBeet",3,2,58.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",117.2,117.2,NA,NA,24,2,117.2,117.2,0.175870348139256,-1.73800821370972,0.693147180559945
"CORN1.1-RB/2 PrBeet","CORN1.1","RB",2,"PrBeet",2,2,0.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",1.2,1.2,NA,NA,24,2,1.2,1.2,0.00180072028811525,-6.31956853405868,0.693147180559945
"CORN1.1-RB/2 PrSpHu","CORN1.1","RB",2,"PrSpHu",4,2,8.8,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",17.6,17.6,NA,NA,24,2,17.6,17.6,0.0264105642256903,-3.63399118880853,0.693147180559945
"CORN1.1-RB/2 PrSpHu","CORN1.1","RB",2,"PrSpHu",5,4,42.1,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",168.4,168.4,NA,NA,24,2,168.4,168.4,0.252701080432173,-1.37554798904441,0.693147180559945
"CORN1.1-RB/2 PrSpHu","CORN1.1","RB",2,"PrSpHu",3,5,44.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",222,222,NA,NA,24,2,222,222,0.333133253301321,-1.09921270898035,0.693147180559945
"CORN1.1-RB/2 PrSpHu","CORN1.1","RB",2,"PrSpHu",1,4,48.7,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",194.8,194.8,NA,NA,24,2,194.8,194.8,0.292316926770708,-1.2299166996442,0.693147180559945
"CORN1.1-RB/2 PrSpHu","CORN1.1","RB",2,"PrSpHu",2,1,5.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",5.4,5.4,NA,NA,24,2,5.4,5.4,0.00810324129651861,-4.8154911372824,0.693147180559945
"CORN1.1-RB/24 PrBeet","CORN1.1","RB",24,"PrBeet",3,1,12.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",12.4,12.4,NA,NA,24,24,12.4,12.4,0.0186074429771909,-3.98419361824164,3.17805383034795
"CORN1.1-RB/24 PrSpHu","CORN1.1","RB",24,"PrSpHu",1,5,18.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",93,93,NA,NA,24,24,93,93,0.139555822328932,-1.96929059769938,3.17805383034795
"CORN1.1-RB/32 PrBeet","CORN1.1","RB",32,"PrBeet",1,3,18.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",55.2,55.2,NA,NA,24,32,55.2,55.2,0.0828331332533013,-2.49092713756958,3.46573590279973
"CORN1.1-RB/32 PrBeet","CORN1.1","RB",32,"PrBeet",1,3,16.8,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",50.4,50.4,NA,NA,24,32,50.4,50.4,0.0756302521008403,-2.58189891577531,3.46573590279973
"CORN1.1-RB/32 PrSpHu","CORN1.1","RB",32,"PrSpHu",3,1,0.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",0.6,0.6,NA,NA,24,32,0.6,0.6,0.000900360144057623,-7.01271571461862,3.46573590279973
"CORN1.1-RB/32 PrSpWe","CORN1.1","RB",32,"PrSpWe",2,1,9.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",9.4,9.4,NA,NA,24,32,9.4,9.4,0.0141056422569028,-4.26118040157667,3.46573590279973
"CORN1.1-RB/32 PrSpWe","CORN1.1","RB",32,"PrSpWe",1,2,1.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",3,3,NA,NA,24,32,3,3,0.00450180072028811,-5.40327780218452,3.46573590279973
"CORN1.1-RB/32 PrSpWe","CORN1.1","RB",32,"PrSpWe",3,2,1.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",3,3,NA,NA,24,32,3,3,0.00450180072028811,-5.40327780218452,3.46573590279973
"CORN1.1-RB/37 PrBeet","CORN1.1","RB",37,"PrBeet",1,1,46,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",46,46,NA,NA,24,37,46,46,0.0690276110444178,-2.67324869436354,3.61091791264422
"CORN1.1-RB/37 PrBeet","CORN1.1","RB",37,"PrBeet",1,1,13.2,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",13.2,13.2,NA,NA,24,37,13.2,13.2,0.0198079231692677,-3.92167326126031,3.61091791264422
"CORN1.1-RB/37 PrBeet","CORN1.1","RB",37,"PrBeet",3,2,15.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",30.8,30.8,NA,NA,24,37,30.8,30.8,0.046218487394958,-3.0743754008731,3.61091791264422
"CORN1.1-RB/37 PrSpHu","CORN1.1","RB",37,"PrSpHu",1,6,3.3,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",19.8,19.8,NA,NA,24,37,19.8,19.8,0.0297118847539016,-3.51620815315214,3.61091791264422
"CORN1.1-RB/37 PrSpWe","CORN1.1","RB",37,"PrSpWe",2,1,10.2,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",10.2,10.2,NA,NA,24,37,10.2,10.2,0.0153061224489796,-4.17950237056241,3.61091791264422
"CORN1.1-RB/37 PrSpWe","CORN1.1","RB",37,"PrSpWe",1,2,4.6,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",9.2,9.2,NA,NA,24,37,9.2,9.2,0.0138055222088836,-4.28268660679764,3.61091791264422
"CORN1.1-RB/37 PrSpWe","CORN1.1","RB",37,"PrSpWe",3,3,6.5,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",19.5,19.5,NA,NA,24,37,19.5,19.5,0.0292617046818727,-3.53147562528293,3.61091791264422
"CORN1.1-RB/4 PrSpHu","CORN1.1","RB",4,"PrSpHu",1,1,13.4,2,"Tagliamento",312,"6","5to6","Braided","Terrace","Barren","Overstory","Barren–Overstory","CORN1","CORN1RB",13.4,13.4,NA,NA,24,4,13.4,13.4,0.0201080432172869,-3.90663538389577,1.38629436111989
